long,lat,order,hole,piece,group,id
-83.44776309,41.7649843,118,FALSE,1,0.1,0
-83.4472215,41.76508591,119,FALSE,1,0.1,0
-83.44653487,41.76545628,120,FALSE,1,0.1,0
-83.44574897,41.76565764,121,FALSE,1,0.1,0
-83.4450396,41.76562771,122,FALSE,1,0.1,0
-83.44423083,41.76541526,123,FALSE,1,0.1,0
-83.44339136,41.76497831,124,FALSE,1,0.1,0
-83.44181229,41.76382307,125,FALSE,1,0.1,0
-83.44117863,41.76310254,126,FALSE,1,0.1,0
-83.43998866,41.76103389,127,FALSE,1,0.1,0
-83.43953833,41.75947638,128,FALSE,1,0.1,0
-83.43965304,41.75889304,129,FALSE,1,0.1,0
-83.44004194,41.75854255,130,FALSE,1,0.1,0
-83.44076666,41.75846411,131,FALSE,1,0.1,0
-83.44207144,41.7584769,132,FALSE,1,0.1,0
-83.44372723,41.75836964,133,FALSE,1,0.1,0
-83.44827435,41.75840341,134,FALSE,1,0.1,0
-83.45250863,41.7583356,135,FALSE,1,0.1,0
-83.45294373,41.75822274,136,FALSE,1,0.1,0
-83.45574358,41.75795578,137,FALSE,1,0.1,0
-83.45830711,41.75786943,138,FALSE,1,0.1,0
-83.45927629,41.75805132,139,FALSE,1,0.1,0
-83.45984091,41.75805274,140,FALSE,1,0.1,0
-83.46047415,41.7579221,141,FALSE,1,0.1,0
-83.46126745,41.75792762,142,FALSE,1,0.1,0
-83.46323609,41.75768729,143,FALSE,1,0.1,0
-83.1469589,42.03838652,1,FALSE,1,3.1,3
-83.14658304,42.0384701,2,FALSE,1,3.1,3
-83.1465721,42.03847031,3,FALSE,1,3.1,3
-83.14630286,42.03852488,4,FALSE,1,3.1,3
-83.14551952,42.03868362,5,FALSE,1,3.1,3
-83.14549552,42.03868857,6,FALSE,1,3.1,3
-83.14526182,42.03873347,7,FALSE,1,3.1,3
-83.1448972,42.03880333,8,FALSE,1,3.1,3
-83.14369784,42.03917697,9,FALSE,1,3.1,3
-83.14362193,42.03920991,10,FALSE,1,3.1,3
-83.14359333,42.03915641,11,FALSE,1,3.1,3
-83.14344858,42.03905104,12,FALSE,1,3.1,3
-83.14329569,42.03895033,13,FALSE,1,3.1,3
-83.14325767,42.03912215,14,FALSE,1,3.1,3
-83.14324244,42.03929805,15,FALSE,1,3.1,3
-83.14323679,42.0393657,16,FALSE,1,3.1,3
-83.14266125,42.0395971,17,FALSE,1,3.1,3
-83.14197637,42.03986655,18,FALSE,1,3.1,3
-83.1417767,42.03994683,19,FALSE,1,3.1,3
-83.14147825,42.04006497,20,FALSE,1,3.1,3
-83.14146482,42.04006973,21,FALSE,1,3.1,3
-83.14089002,42.0403011,22,FALSE,1,3.1,3
-83.14067367,42.04039069,23,FALSE,1,3.1,3
-83.14053286,42.04044735,24,FALSE,1,3.1,3
-83.14042857,42.04048982,25,FALSE,1,3.1,3
-83.14017464,42.04060713,26,FALSE,1,3.1,3
-83.13987581,42.0407478,27,FALSE,1,3.1,3
-83.13931451,42.04101043,28,FALSE,1,3.1,3
-83.13812006,42.04153252,29,FALSE,1,3.1,3
-83.13792453,42.04163523,30,FALSE,1,3.1,3
-83.13722036,42.04199507,31,FALSE,1,3.1,3
-83.13700762,42.0421026,32,FALSE,1,3.1,3
-83.13699358,42.04211187,33,FALSE,1,3.1,3
-83.13647165,42.04242329,34,FALSE,1,3.1,3
-83.13605666,42.04266967,35,FALSE,1,3.1,3
-83.13421284,42.04310474,36,FALSE,1,3.1,3
-83.13411594,42.04314257,37,FALSE,1,3.1,3
-83.13398364,42.04319456,38,FALSE,1,3.1,3
-83.13261764,42.0437378,39,FALSE,1,3.1,3
-83.1323984,42.04383193,40,FALSE,1,3.1,3
-83.1323147,42.04386951,41,FALSE,1,3.1,3
-83.1316615,42.04415182,42,FALSE,1,3.1,3
-83.13139146,42.0442514,43,FALSE,1,3.1,3
-83.1306812,42.04452126,44,FALSE,1,3.1,3
-83.13054437,42.04457334,45,FALSE,1,3.1,3
-83.12994044,42.04478268,46,FALSE,1,3.1,3
-83.12886669,42.04515834,47,FALSE,1,3.1,3
-83.12789994,42.0455275,48,FALSE,1,3.1,3
-83.12735033,42.04573582,49,FALSE,1,3.1,3
-83.10468157,42.0459648,90,FALSE,1,3.1,3
-83.10104206,42.04412226,91,FALSE,1,3.1,3
-83.09537315,42.04282552,92,FALSE,1,3.1,3
-83.09351145,42.04249477,93,FALSE,1,3.1,3
-83.09235958,42.04218707,94,FALSE,1,3.1,3
-83.08986453,42.04203442,95,FALSE,1,3.1,3
-83.08590447,42.0412104,96,FALSE,1,3.1,3
-83.08420342,42.04073248,97,FALSE,1,3.1,3
-83.08300543,42.04025891,98,FALSE,1,3.1,3
-83.08146406,42.03983659,99,FALSE,1,3.1,3
-83.0787174,42.0388417,100,FALSE,1,3.1,3
-83.07767964,42.03859032,101,FALSE,1,3.1,3
-83.07701625,42.03834566,102,FALSE,1,3.1,3
-83.07626842,42.03833668,103,FALSE,1,3.1,3
-83.07549005,42.03822468,104,FALSE,1,3.1,3
-83.07453642,42.03793573,105,FALSE,1,3.1,3
-83.0735519,42.03752124,106,FALSE,1,3.1,3
-83.07132421,42.03692206,107,FALSE,1,3.1,3
-83.06998889,42.03680657,108,FALSE,1,3.1,3
-83.06811965,42.03652507,109,FALSE,1,3.1,3
-83.06504483,42.03627426,110,FALSE,1,3.1,3
-83.06382425,42.03607557,111,FALSE,1,3.1,3
-83.06010826,42.03516521,112,FALSE,1,3.1,3
-83.0591777,42.03503782,113,FALSE,1,3.1,3
-83.05607212,42.03419292,114,FALSE,1,3.1,3
-83.05316555,42.03378117,115,FALSE,1,3.1,3
-83.05225738,42.03352724,116,FALSE,1,3.1,3
-83.05008308,42.03274657,117,FALSE,1,3.1,3
-83.04954901,42.03267956,118,FALSE,1,3.1,3
-83.04907592,42.03293567,119,FALSE,1,3.1,3
-83.04730572,42.03307534,120,FALSE,1,3.1,3
-83.04690125,42.0332942,121,FALSE,1,3.1,3
-83.04689361,42.03357352,122,FALSE,1,3.1,3
-83.04783224,42.03474105,123,FALSE,1,3.1,3
-83.04842704,42.03594623,124,FALSE,1,3.1,3
-83.0492666,42.03671926,125,FALSE,1,3.1,3
-83.05022037,42.03736866,126,FALSE,1,3.1,3
-83.0505253,42.03776397,127,FALSE,1,3.1,3
-83.05065533,42.0381444,128,FALSE,1,3.1,3
-83.05070108,42.03840476,129,FALSE,1,3.1,3
-83.04993037,42.03965684,130,FALSE,1,3.1,3
-83.04935817,42.04010835,131,FALSE,1,3.1,3
-83.04919036,42.04046709,132,FALSE,1,3.1,3
-83.04917489,42.04100772,133,FALSE,1,3.1,3
-83.04948802,42.04143441,134,FALSE,1,3.1,3
-83.05062482,42.04239574,135,FALSE,1,3.1,3
-83.05083051,42.0427568,136,FALSE,1,3.1,3
-83.05135717,42.04450354,137,FALSE,1,3.1,3
-83.05182996,42.04486883,138,FALSE,1,3.1,3
-83.05246352,42.04505563,139,FALSE,1,3.1,3
-83.05347048,42.04560499,140,FALSE,1,3.1,3
-83.05357715,42.04586875,141,FALSE,1,3.1,3
-83.05054846,42.04585538,142,FALSE,1,3.1,3
-83.050472,42.04553253,143,FALSE,1,3.1,3
-83.05021268,42.04531202,144,FALSE,1,3.1,3
-83.05001428,42.04453205,145,FALSE,1,3.1,3
-83.04930473,42.04391881,146,FALSE,1,3.1,3
-83.04917503,42.04361943,147,FALSE,1,3.1,3
-83.04909892,42.04331909,148,FALSE,1,3.1,3
-83.04919029,42.04311933,149,FALSE,1,3.1,3
-83.04940386,42.04296242,150,FALSE,1,3.1,3
-83.04957167,42.04260368,151,FALSE,1,3.1,3
-83.04957951,42.04228383,152,FALSE,1,3.1,3
-83.04931231,42.04209948,153,FALSE,1,3.1,3
-83.048305,42.04174823,154,FALSE,1,3.1,3
-83.04823633,42.04126764,155,FALSE,1,3.1,3
-83.04845024,42.04011106,156,FALSE,1,3.1,3
-83.04861791,42.03968929,157,FALSE,1,3.1,3
-83.04954887,42.03864149,158,FALSE,1,3.1,3
-83.0499839,42.03838605,159,FALSE,1,3.1,3
-83.0498313,42.037961,160,FALSE,1,3.1,3
-83.04938861,42.03737902,161,FALSE,1,3.1,3
-83.0489917,42.03703487,162,FALSE,1,3.1,3
-83.04800022,42.03590432,163,FALSE,1,3.1,3
-83.04680213,42.03438118,164,FALSE,1,3.1,3
-83.04645872,42.03379742,165,FALSE,1,3.1,3
-83.04631371,42.03331369,166,FALSE,1,3.1,3
-83.0462986,42.03285465,167,FALSE,1,3.1,3
-83.04661897,42.03255625,168,FALSE,1,3.1,3
-83.04835836,42.03269182,169,FALSE,1,3.1,3
-83.04873249,42.03268063,170,FALSE,1,3.1,3
-83.04867138,42.03262319,171,FALSE,1,3.1,3
-83.04905304,42.03245877,172,FALSE,1,3.1,3
-83.04924371,42.03224823,173,FALSE,1,3.1,3
-83.04925117,42.03198692,174,FALSE,1,3.1,3
-83.04893866,42.03175384,175,FALSE,1,3.1,3
-83.04850346,42.03162653,176,FALSE,1,3.1,3
-83.04708431,42.03139969,177,FALSE,1,3.1,3
-83.04346053,42.03095995,178,FALSE,1,3.1,3
-83.03948532,42.03028319,179,FALSE,1,3.1,3
-83.03887466,42.03005088,180,FALSE,1,3.1,3
-83.03582269,42.02943863,181,FALSE,1,3.1,3
-83.03521266,42.02920179,182,FALSE,1,3.1,3
-83.03353391,42.02901091,183,FALSE,1,3.1,3
-83.0285136,42.02724004,184,FALSE,1,3.1,3
-83.02538537,42.02648927,185,FALSE,1,3.1,3
-83.02272255,42.02550957,186,FALSE,1,3.1,3
-83.02211233,42.02550231,187,FALSE,1,3.1,3
-83.02150162,42.02526541,188,FALSE,1,3.1,3
-83.02004466,42.02508843,189,FALSE,1,3.1,3
-83.01753441,42.02425001,190,FALSE,1,3.1,3
-83.0169242,42.02424273,191,FALSE,1,3.1,3
-83.01172027,42.02199703,192,FALSE,1,3.1,3
-83.00703561,42.02051653,193,FALSE,1,3.1,3
-83.0052123,42.01975138,194,FALSE,1,3.1,3
-83.00308362,42.01921218,195,FALSE,1,3.1,3
-83.00247333,42.01880405,196,FALSE,1,3.1,3
-82.99989439,42.01785386,197,FALSE,1,3.1,3
-82.99959694,42.01739524,198,FALSE,1,3.1,3
-82.9985284,42.01715267,199,FALSE,1,3.1,3
-82.99821578,42.01714911,200,FALSE,1,3.1,3
-82.99807091,42.01692198,201,FALSE,1,3.1,3
-82.99685775,42.01644776,202,FALSE,1,3.1,3
-82.99697201,42.01636022,203,FALSE,1,3.1,3
-82.99412623,42.01498224,204,FALSE,1,3.1,3
-82.99032657,42.01344962,205,FALSE,1,3.1,3
-82.98821295,42.0122209,206,FALSE,1,3.1,3
-82.98668699,42.01174299,207,FALSE,1,3.1,3
-82.9837341,42.01015946,208,FALSE,1,3.1,3
-82.98274252,42.00986138,209,FALSE,1,3.1,3
-82.98198716,42.00939261,210,FALSE,1,3.1,3
-82.97971356,42.00833761,211,FALSE,1,3.1,3
-82.97774504,42.0071152,212,FALSE,1,3.1,3
-82.97518877,42.00587135,213,FALSE,1,3.1,3
-82.97108395,42.00330764,214,FALSE,1,3.1,3
-82.97047377,42.00307496,215,FALSE,1,3.1,3
-82.96986332,42.00300438,216,FALSE,1,3.1,3
-82.96760497,42.00120588,217,FALSE,1,3.1,3
-82.96700223,42.00096854,218,FALSE,1,3.1,3
-82.96684945,42.000737,219,FALSE,1,3.1,3
-82.96646798,42.00067599,220,FALSE,1,3.1,3
-82.96552175,42.00011581,221,FALSE,1,3.1,3
-82.96427841,41.99921847,222,FALSE,1,3.1,3
-82.96074559,41.99716694,223,FALSE,1,3.1,3
-82.96020391,41.99653225,224,FALSE,1,3.1,3
-82.95899078,41.99582797,225,FALSE,1,3.1,3
-82.95793774,41.99495433,226,FALSE,1,3.1,3
-82.95740363,41.99472477,227,FALSE,1,3.1,3
-82.95695337,41.99431367,228,FALSE,1,3.1,3
-82.95408479,41.99256131,229,FALSE,1,3.1,3
-82.95242145,41.99162595,230,FALSE,1,3.1,3
-82.95097952,41.99103355,231,FALSE,1,3.1,3
-82.95047572,41.99064584,232,FALSE,1,3.1,3
-82.94832417,41.98957012,233,FALSE,1,3.1,3
-82.94771373,41.98944539,234,FALSE,1,3.1,3
-82.94650084,41.98897513,235,FALSE,1,3.1,3
-82.94437964,41.98797537,236,FALSE,1,3.1,3
-82.94385297,41.9875655,237,FALSE,1,3.1,3
-82.9435479,41.98750762,238,FALSE,1,3.1,3
-82.94249497,41.98668788,239,FALSE,1,3.1,3
-82.94157955,41.98622153,240,FALSE,1,3.1,3
-82.94044278,41.98589402,241,FALSE,1,3.1,3
-82.93972554,41.98524419,242,FALSE,1,3.1,3
-82.93869531,41.98473473,243,FALSE,1,3.1,3
-82.93626904,41.98397864,244,FALSE,1,3.1,3
-82.93459048,41.9839574,245,FALSE,1,3.1,3
-82.93341563,41.98349086,246,FALSE,1,3.1,3
-82.93168355,41.98347048,247,FALSE,1,3.1,3
-82.92982951,41.98320897,248,FALSE,1,3.1,3
-82.92587728,41.98184336,249,FALSE,1,3.1,3
-82.92469488,41.98109767,250,FALSE,1,3.1,3
-82.92325248,41.98098675,251,FALSE,1,3.1,3
-82.92224557,41.98105765,252,FALSE,1,3.1,3
-82.91887315,41.981015,253,FALSE,1,3.1,3
-82.91826273,41.98083607,254,FALSE,1,3.1,3
-82.91733958,41.98099559,255,FALSE,1,3.1,3
-82.91530999,41.98111502,256,FALSE,1,3.1,3
-82.91441724,41.98164777,257,FALSE,1,3.1,3
-82.91379922,41.98186972,258,FALSE,1,3.1,3
-82.91226571,41.98207989,259,FALSE,1,3.1,3
-82.91071679,41.98263254,260,FALSE,1,3.1,3
-82.90948854,41.98284661,261,FALSE,1,3.1,3
-82.90795502,41.98294416,262,FALSE,1,3.1,3
-82.90703168,41.98316214,263,FALSE,1,3.1,3
-82.90548281,41.98371922,264,FALSE,1,3.1,3
-82.90339205,41.98466352,265,FALSE,1,3.1,3
-82.90246875,41.98499854,266,FALSE,1,3.1,3
-82.90154587,41.98515793,267,FALSE,1,3.1,3
-82.89597605,41.98732146,268,FALSE,1,3.1,3
-82.89444242,41.98764848,269,FALSE,1,3.1,3
-82.8904291,41.98880438,270,FALSE,1,3.1,3
-82.88981855,41.98885046,271,FALSE,1,3.1,3
-82.88896434,41.98924277,272,FALSE,1,3.1,3
-82.8864998,41.98978314,273,FALSE,1,3.1,3
-82.88454632,41.99048618,274,FALSE,1,3.1,3
-82.88149449,41.99098204,275,FALSE,1,3.1,3
-82.88026592,41.99107872,276,FALSE,1,3.1,3
-82.87780158,41.99168194,277,FALSE,1,3.1,3
-82.87618406,41.99194705,278,FALSE,1,3.1,3
-82.87442157,41.9919263,279,FALSE,1,3.1,3
-82.87244563,41.99226926,280,FALSE,1,3.1,3
-82.86890527,41.99202524,281,FALSE,1,3.1,3
-82.86644837,41.99228136,282,FALSE,1,3.1,3
-82.86399154,41.99230776,283,FALSE,1,3.1,3
-82.86276331,41.99252133,284,FALSE,1,3.1,3
-82.86215263,41.99251322,285,FALSE,1,3.1,3
-82.86130573,41.99278814,286,FALSE,1,3.1,3
-82.86030655,41.99271877,287,FALSE,1,3.1,3
-82.85042574,41.9939637,288,FALSE,1,3.1,3
-82.84623692,41.9947156,289,FALSE,1,3.1,3
-82.84653462,41.99512059,290,FALSE,1,3.1,3
-82.84714479,41.99535845,291,FALSE,1,3.1,3
-82.85140995,41.99627592,292,FALSE,1,3.1,3
-82.85310374,41.99681147,293,FALSE,1,3.1,3
-82.8544007,41.99680404,294,FALSE,1,3.1,3
-82.85476706,41.99694672,295,FALSE,1,3.1,3
-82.85462221,41.99725978,296,FALSE,1,3.1,3
-82.85276807,41.99737527,297,FALSE,1,3.1,3
-82.8517839,41.99682376,298,FALSE,1,3.1,3
-82.85093705,41.99689596,299,FALSE,1,3.1,3
-82.84899882,41.99603558,300,FALSE,1,3.1,3
-82.8465193,41.99603947,301,FALSE,1,3.1,3
-82.84590874,41.99580162,302,FALSE,1,3.1,3
-82.8452299,41.99527666,303,FALSE,1,3.1,3
-82.84485585,41.99481435,304,FALSE,1,3.1,3
-82.84440558,41.994691,305,FALSE,1,3.1,3
-82.84052215,41.99536124,306,FALSE,1,3.1,3
-82.83852327,41.99701437,307,FALSE,1,3.1,3
-82.83850797,41.99764955,308,FALSE,1,3.1,3
-82.83692837,41.99946706,309,FALSE,1,3.1,3
-82.83679887,41.9986901,310,FALSE,1,3.1,3
-82.83740925,41.99692864,311,FALSE,1,3.1,3
-82.83834764,41.99597247,312,FALSE,1,3.1,3
-82.83914106,41.99574812,313,FALSE,1,3.1,3
-82.83902682,41.99534467,314,FALSE,1,3.1,3
-82.83817237,41.99519174,315,FALSE,1,3.1,3
-82.83722611,41.99544105,316,FALSE,1,3.1,3
-82.83518132,41.99577546,317,FALSE,1,3.1,3
-82.83273207,41.99574253,318,FALSE,1,3.1,3
-82.83119864,41.99589759,319,FALSE,1,3.1,3
-82.82919196,41.99632585,320,FALSE,1,3.1,3
-82.82805517,41.99673573,321,FALSE,1,3.1,3
-82.82041736,41.99787478,322,FALSE,1,3.1,3
-82.81857888,41.99807954,323,FALSE,1,3.1,3
-82.81643468,41.99810898,324,FALSE,1,3.1,3
-82.81458065,41.998431,325,FALSE,1,3.1,3
-82.81056756,41.99945802,326,FALSE,1,3.1,3
-82.80083149,42.00323162,327,FALSE,1,3.1,3
-82.79673434,42.00461521,328,FALSE,1,3.1,3
-82.78696835,42.00855022,329,FALSE,1,3.1,3
-82.78651796,42.00854372,330,FALSE,1,3.1,3
-82.78497667,42.00909455,331,FALSE,1,3.1,3
-82.78442733,42.00949036,332,FALSE,1,3.1,3
-82.78237498,42.0104859,333,FALSE,1,3.1,3
-82.78239019,42.01103053,334,FALSE,1,3.1,3
-82.7827947,42.01115034,335,FALSE,1,3.1,3
-82.78354992,42.01123317,336,FALSE,1,3.1,3
-82.78446558,42.01119643,337,FALSE,1,3.1,3
-82.78673155,42.01018852,338,FALSE,1,3.1,3
-82.7875559,42.01015317,339,FALSE,1,3.1,3
-82.78802129,42.0103981,340,FALSE,1,3.1,3
-82.78822715,42.01074163,341,FALSE,1,3.1,3
-82.78883765,42.01097978,342,FALSE,1,3.1,3
-82.79153865,42.01134294,343,FALSE,1,3.1,3
-82.79188937,42.01148157,344,FALSE,1,3.1,3
-82.79433848,42.01151536,345,FALSE,1,3.1,3
-82.79494911,42.01163641,346,FALSE,1,3.1,3
-82.79675713,42.0125988,347,FALSE,1,3.1,3
-82.79761183,42.01372019,348,FALSE,1,3.1,3
-82.79806196,42.01516313,349,FALSE,1,3.1,3
-82.7988402,42.01552469,350,FALSE,1,3.1,3
-82.79929038,42.01599046,351,FALSE,1,3.1,3
-82.79972522,42.01691577,352,FALSE,1,3.1,3
-82.80025185,42.01726776,353,FALSE,1,3.1,3
-82.8018234,42.01894977,354,FALSE,1,3.1,3
-82.80225817,42.01987057,355,FALSE,1,3.1,3
-82.80301366,42.02045311,356,FALSE,1,3.1,3
-82.80361639,42.02069131,357,FALSE,1,3.1,3
-82.80482201,42.02162701,358,FALSE,1,3.1,3
-82.80543238,42.02174801,359,FALSE,1,3.1,3
-82.80612655,42.02164252,360,FALSE,1,3.1,3
-82.80803423,42.02189618,361,FALSE,1,3.1,3
-82.80896512,42.02156631,362,FALSE,1,3.1,3
-82.81141404,42.02171231,363,FALSE,1,3.1,3
-82.81233736,42.02138253,364,FALSE,1,3.1,3
-82.81265001,42.0213866,365,FALSE,1,3.1,3
-82.81263493,42.02195872,366,FALSE,1,3.1,3
-82.8129326,42.02219268,367,FALSE,1,3.1,3
-82.81385571,42.02220062,368,FALSE,1,3.1,3
-82.81447373,42.02197921,369,FALSE,1,3.1,3
-82.81597679,42.02089272,370,FALSE,1,3.1,3
-82.81772405,42.02053634,371,FALSE,1,3.1,3
-82.81958574,42.01975934,372,FALSE,1,3.1,3
-82.82122634,42.01947665,373,FALSE,1,3.1,3
-82.82188245,42.01973192,374,FALSE,1,3.1,3
-82.8228893,42.0193692,375,FALSE,1,3.1,3
-82.82326346,42.01980906,376,FALSE,1,3.1,3
-82.82161524,42.02039361,377,FALSE,1,3.1,3
-82.82079871,42.02023094,378,FALSE,1,3.1,3
-82.82010474,42.02039505,379,FALSE,1,3.1,3
-82.81963138,42.02084385,380,FALSE,1,3.1,3
-82.8187846,42.02101038,381,FALSE,1,3.1,3
-82.81786132,42.02134022,382,FALSE,1,3.1,3
-82.8155267,42.02262451,383,FALSE,1,3.1,3
-82.81536643,42.02302781,384,FALSE,1,3.1,3
-82.81626671,42.02383763,385,FALSE,1,3.1,3
-82.81718217,42.02407982,386,FALSE,1,3.1,3
-82.81784619,42.02447908,387,FALSE,1,3.1,3
-82.81931088,42.02468103,388,FALSE,1,3.1,3
-82.82021135,42.02549532,389,FALSE,1,3.1,3
-82.82004359,42.02595279,390,FALSE,1,3.1,3
-82.82057006,42.02635872,391,FALSE,1,3.1,3
-82.82232493,42.02672714,392,FALSE,1,3.1,3
-82.8252319,42.0282165,393,FALSE,1,3.1,3
-82.82522401,42.02827066,394,FALSE,1,3.1,3
