"serial","day","month","year","season","time","bin.depth.min","bin.depth.max","n","depth.mean","depth.sd","depth.cv","temp.mean","temp.sd","temp.cv","cond.mean","cond.sd","cond.cv","ph.mean","ph.sd","ph.cv","turb.mean","turb.sd","turb.cv","chloro.mean","chloro.sd","chloro.cv","do.percent.mean","do.percent.sd","do.percent.cv","do.ppm.mean","do.ppm.sd","do.ppm.cv","lat","long"
117,20,6,2017,"Spring",1232,6.5,7.5,27,6.97481481481482,0.288253766008761,0.0413278020509587,21.7840925925926,0.000608861438023796,2.79498186778196e-05,0.237901925925926,3.70456329056356e-05,0.00015571808744907,NA,NA,NA,51.7697592592593,0.237153741531749,0.0045809318977919,1.65226296296296,0.0518824125243297,0.0314008203823018,92.2957037037037,0.1876465201495,0.00203310135379541,8.09779259259259,0.0164707415630058,0.00203397918317546,41.7672766666667,-82.875455
117,20,6,2017,"Spring",1232,7.5,8.5,20,7.92515,0.224316100977827,0.0283043350571064,21.7825,0.000557248881371228,2.55824116318709e-05,0.23788655,4.02616115974169e-05,0.000169247112110445,NA,NA,NA,51.33792,0.202810994719092,0.00395051055280564,1.76552,0.0887248947441946,0.0502542563914284,92.23155,0.169465560854673,0.00183739252842084,8.09242,0.0148075940687628,0.00182981037424686,41.7672766666667,-82.875455
118,20,6,2017,"Spring",1335,-0.5,0.5,13,0.199,0.155126829830733,0.77953180819464,21.2127769230769,0.000557006651896264,2.62580733260957e-05,0.236444769230769,4.5798751522555e-05,0.000193697461236098,NA,NA,NA,45.3409384615385,29.7290492586387,0.655677854657928,0.548123076923077,0.125163154548015,0.228348631571263,89.3058461538462,0.310514316941491,0.00347697637181077,7.92278461538462,0.0276178639698368,0.00348587842665922,41.8677,-82.867195
118,20,6,2017,"Spring",1335,0.5,1.5,26,0.940961538461538,0.2745089405858,0.291732370947509,21.2118076923077,0.00041945018957898,1.97743726354398e-05,0.236460653846154,4.42121633107288e-05,0.000186974714784872,NA,NA,NA,69.4761846153846,0.191153587865481,0.00275135413557457,0.659826923076923,0.0430493350256871,0.065243374466956,88.9259615384615,0.256086310570358,0.00287976993602254,7.88925,0.022728717517713,0.00288097316192452,41.8677,-82.867195
118,20,6,2017,"Spring",1335,1.5,2.5,29,2.0401724137931,0.320721738423726,0.157203252164084,21.2111965517241,0.000723327014871864,3.41011886391232e-05,0.236476068965517,2.19120499048906e-05,9.26607499894028e-05,NA,NA,NA,69.8063275862069,0.157985349448594,0.00226319525623936,0.799427586206897,0.0597715107516695,0.0747678861512296,89.2312413793103,0.218816566226537,0.00245224164590938,7.91641379310345,0.019449214529456,0.00245682136353201,41.8677,-82.867195
118,20,6,2017,"Spring",1335,2.5,3.5,24,3.07775,0.269949955104404,0.0877101633025436,21.2097833333333,0.00023713262967891,1.11803419182614e-05,0.236484291666667,3.0029665284538e-05,0.00012698376316202,NA,NA,NA,69.9229916666667,0.150310996203572,0.00214966483299409,0.900908333333333,0.0333328916637406,0.0369992045033149,89.1273333333333,0.219306548736787,0.00246059811883507,7.9074125,0.0194326554496829,0.00245752393082855,41.8677,-82.867195
118,20,6,2017,"Spring",1335,3.5,4.5,23,4.02682608695652,0.265089805053086,0.0658309545355709,21.2089652173913,0.00144744561701945,6.82468758934336e-05,0.236464304347826,3.69070512880939e-05,0.000156078742581822,NA,NA,NA,69.9669260869565,0.181547602616532,0.00259476316554054,0.919452173913043,0.0495920802838263,0.0539365523198126,89.0541739130435,0.161157645059938,0.0018096585255768,7.90105217391304,0.0142800200396223,0.00180735675772029,41.8677,-82.867195
118,20,6,2017,"Spring",1335,4.5,5.5,28,4.98767857142857,0.300860254698328,0.0603206983749468,21.2067178571429,0.000418156068178862,1.9718094567756e-05,0.236457285714286,3.06628707105357e-05,0.000129676151098114,NA,NA,NA,70.0238892857143,0.109140305008044,0.00155861529716988,0.944196428571429,0.0437164134117531,0.0463001257883342,89.0224285714286,0.203698293338444,0.00228816823588455,7.89857142857143,0.0181168605150185,0.00229368825475003,41.8677,-82.867195
118,20,6,2017,"Spring",1335,5.5,6.5,24,5.99420833333333,0.272413046225072,0.0454460424256868,21.2077875,0.000918085200175966,4.32900037392381e-05,0.236464666666667,2.65668421429583e-05,0.000112350155807457,NA,NA,NA,69.947075,0.106488208165321,0.00152241116823428,0.926983333333333,0.0600471964133335,0.0647769967960591,88.8965,0.163236291787463,0.00183625105361249,7.88723333333333,0.0143865778831662,0.00182403350771493,41.8677,-82.867195
118,20,6,2017,"Spring",1335,6.5,7.5,11,6.64609090909091,0.0734948359348528,0.0110583554965103,21.2085727272727,0.000179392915639576,8.45850958225443e-06,0.236477545454545,3.21601108093942e-05,0.000135996467434477,NA,NA,NA,69.9164454545455,0.130901492456245,0.00187225611378295,0.8542,0.0379173838760007,0.0443893512947796,88.9572727272727,0.129261046652959,0.00145306890251964,7.89251818181818,0.0114912852355008,0.00145597196874034,41.8677,-82.867195
119,21,6,2017,"Spring",1500,-0.5,0.5,9,0.236,0.152225162177611,0.645021873633945,20.621,0.0294361597359435,0.00142748459026931,0.232728777777778,0.000289099800145986,0.00124221767031335,NA,NA,NA,54.7120666666667,9.28208424223784,0.169653328922648,0.290611111111111,0.215758397544826,0.74242996669984,79.7366666666667,0.089231440647343,0.00111907663534981,7.15628888888889,0.00690370271022093,0.000964704306577095,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1500,0.5,1.5,16,0.9875,0.231530559538045,0.234461326114476,20.39859375,0.101776424701401,0.00498938436388053,0.2311315625,0.000695517166694441,0.00300918299158922,NA,NA,NA,60.27309375,1.11225675421265,0.0184536197664925,0.76044375,0.0830504583069835,0.109213151277768,79.5445625,0.220102390945669,0.00276703251646734,7.1704375,0.00864853552150117,0.00120613777353211,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1457,1.5,2.5,19,1.96952631578947,0.281948255382881,0.14315536335947,20.1725631578947,0.064423505118054,0.00319362019659069,0.230381,0.000287100834009388,0.00124620013807297,NA,NA,NA,59.6911736842105,1.27275152931753,0.0213222734746494,0.915136842105263,0.139674781826794,0.152627208741235,79.3557894736842,0.0708092735196048,0.000892301292561477,7.18546842105263,0.0103088447801757,0.00143467957495601,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1457,2.5,3.5,35,2.89834285714286,0.312908363099293,0.107961127624409,20.0625228571429,0.0475518360238979,0.00237018227281262,0.229772771428571,0.000215417526966514,0.0009375241706282,NA,NA,NA,60.64864,0.996168532044299,0.0164252410613709,1.00951714285714,0.199268639966126,0.197390050655459,78.9195428571429,0.481483390639995,0.00610093993463137,7.16153142857143,0.0379217830573946,0.00529520584188223,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1457,3.5,4.5,41,3.99892682926829,0.376753990705069,0.0942137745426079,19.9827024390244,0.0253598746823095,0.00126909134336024,0.229532658536585,4.29642931724138e-05,0.000187181612613813,NA,NA,NA,57.3804073170732,0.638017899196505,0.0111190897560371,1.13226341463415,0.0847861007361984,0.0748819573611272,77.714243902439,0.627321081284847,0.00807215060951213,7.0633487804878,0.0537677139273711,0.00761221279004402,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1458,4.5,5.5,36,5.10933333333333,0.330774761517778,0.0647393191905881,19.9305777777778,0.025869718769371,0.00129799141087697,0.229715888888889,7.47776810773148e-05,0.000325522459238699,NA,NA,NA,58.2117861111111,0.685426963141652,0.0117747110839951,0.991041666666667,0.129876927182182,0.131050925052443,77.0163333333333,0.555896341827453,0.00721790194063752,7.00717777777778,0.0475640627311426,0.00678790580738296,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1458,5.5,6.5,33,6.14024242424242,0.290983357589295,0.0473895552462973,19.8864151515152,0.0225183414299895,0.00113234795001621,0.22986703030303,4.62624880765247e-05,0.000201257605388374,NA,NA,NA,59.4598757575758,0.115733784043119,0.00194641819493499,0.853739393939394,0.121454623572432,0.142261941330839,76.3352727272727,0.47929181303821,0.00627877252434274,6.95130303030303,0.0407041727348721,0.00585561765289604,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1458,6.5,7.5,33,7.12351515151515,0.270594613907516,0.0379861077223877,19.856096969697,0.0237946486217029,0.00119835477526206,0.229877878787879,7.72418108830031e-05,0.000336012370090984,NA,NA,NA,59.8079757575758,0.312231415610183,0.00522056484365522,0.725190909090909,0.114797453052203,0.158299630639484,75.5644242424242,0.732293018124534,0.00969097595152987,6.88525151515152,0.063676360022834,0.00924822570137189,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1458,7.5,8.5,32,8.0956875,0.24860701434321,0.0307085734649726,19.81191875,0.0368174435998185,0.00185834820263527,0.22976959375,8.40778668949931e-05,0.000365922511864097,NA,NA,NA,60.00286875,0.236802586131121,0.00394652107581307,0.62710625,0.0696552660515318,0.111074105945415,74.45725,0.674507705783479,0.0090589929897153,6.79033125,0.056833483074567,0.00836976591894055,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1458,8.5,9.5,284,9.30864788732394,0.145665753082056,0.015648433031871,19.6829827464789,0.0322330025033464,0.00163760761864777,0.229396197183099,9.80770764495965e-05,0.000427544473944848,NA,NA,NA,59.4801975352113,0.192341988274186,0.00323371468563673,0.514223943661972,0.0491123676313537,0.0955077417858201,72.5179366197183,0.768570328158481,0.0105983479947704,6.63050845070423,0.0683769710917577,0.0103124777835847,41.9636366666667,-82.8500183333333
119,21,6,2017,"Spring",1458,9.5,10.5,9,9.56955555555555,0.0126896720910263,0.00132604612798965,19.5888555555556,0.0241707008127149,0.00123390060966884,0.229210111111111,9.22448432765211e-05,0.000402446658349224,NA,NA,NA,59.4343888888889,0.165705713875867,0.00278804437925071,0.551244444444444,0.0316899870271002,0.0574880841820329,71.74,1.58967441635072,0.0221588293330181,6.57171111111111,0.145060301637323,0.0220734446759326,41.9636366666667,-82.8500183333333
120,19,6,2017,"Spring",1504,-0.5,0.5,12,0.367833333333333,0.0866768642019241,0.235641678845285,22.3512833333333,0.00731646130725841,0.000327339651962941,0.265277666666667,7.88627499731915e-05,0.000297283789337178,NA,NA,NA,64.8498916666667,0.0781756583637518,0.00120548633705636,1.82749166666667,0.111053381581139,0.0607682013585866,92.18675,0.181650576157033,0.00197046295869019,7.99991666666667,0.0152855150288424,0.00191070928182699,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1502,0.5,1.5,188,0.915872340425532,0.140576219381002,0.153488879591765,22.3270441489362,0.0617481889822473,0.00276562309683028,0.265716590425532,0.000287535549653009,0.00108211365045944,NA,NA,NA,64.7411127659575,0.1407080234299,0.00217339519539256,1.99502765957447,0.102650368018757,0.0514531051868482,91.9568191489362,0.475323159708657,0.0051689821821567,7.98363085106383,0.0350326662734039,0.00438806188900076,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,1.5,2.5,47,1.99229787234043,0.288276280139429,0.144695371180004,21.9477212765957,0.185978969049647,0.0084737256640838,0.26633129787234,0.000680278233196233,0.00255425569067856,NA,NA,NA,64.8992872340425,0.227272664835245,0.00350192851911678,2.15744042553191,0.146031638411703,0.067687448832196,89.4135531914894,1.21610523730314,0.0136009049399782,7.81943617021277,0.0913442114620438,0.0116816877168214,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,2.5,3.5,43,3.00520930232558,0.26884564151019,0.0894598726624943,21.256323255814,0.486196070500472,0.0228730088759583,0.268769465116279,0.00120211067054175,0.00447264599057663,NA,NA,NA,66.1076279069767,0.591907588236696,0.0089536957682039,2.11475581395349,0.151694659325153,0.0717315248995877,84.1142325581395,3.92567630713977,0.0466707736342521,7.45278139534884,0.285671257330298,0.0383308247184844,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,3.5,4.5,47,3.98791489361702,0.299102631054614,0.0750022603374391,20.3466659574468,0.194860877101092,0.00957704213106095,0.266125425531915,0.00165575042417631,0.006221691974252,NA,NA,NA,64.4500212765957,1.9988039287595,0.0310132392382211,2.05494255319149,0.176024284076499,0.0856589804922375,77.3616595744681,1.63763706066414,0.0211685875105582,6.97960425531915,0.120740247526676,0.017299010532676,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,4.5,5.5,46,5.01417391304348,0.296715449498361,0.0591753406730686,20.1500043478261,0.0857904422454875,0.00425758926720743,0.264146130434783,0.000745662050609933,0.00282291491222142,NA,NA,NA,62.4871804347826,1.69381649086311,0.0271066237759108,1.99878913043478,0.169146552141772,0.084624510693121,76.0889565217391,0.854023808060583,0.0112240178746121,6.89190869565217,0.0657898398980908,0.00954595349465308,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,5.5,6.5,44,6.01306818181818,0.293034437037084,0.0487329310389556,19.9453136363636,0.158130066556807,0.00792818149866088,0.262522795454545,0.000986219103434356,0.00375669892485628,NA,NA,NA,60.5148068181818,0.485068071654359,0.00801569231001195,2.01305909090909,0.316569570823298,0.157257962398082,73.8595,1.58789566027084,0.0214988682602894,6.71697272727273,0.1252033051121,0.0186398412195037,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,6.5,7.5,47,6.99608510638298,0.296377317517005,0.0423633093380469,19.0789063829787,0.626315968461348,0.0328276661087931,0.254839,0.00559855759374098,0.0219689984411373,NA,NA,NA,59.1521446808511,0.936465533804475,0.015831472195253,1.79181063829787,0.190121301363609,0.10610568845836,67.115914893617,5.2520443590207,0.0782533377865075,6.20594893617021,0.413303313125056,0.0665979236013682,41.5639683333333,-82.7499066666667
120,19,6,2017,"Spring",1503,7.5,8.5,39,7.71353846153846,0.0737912582733948,0.00956646014553963,17.955258974359,0.149299662843679,0.00831509381495898,0.243234487179487,0.00128709991988916,0.00529160126433627,NA,NA,NA,60.7156,1.22551520551455,0.0201845193906434,1.76551794871795,0.159652403466167,0.0904280829215585,59.5324871794872,1.70286087251634,0.0286038926507859,5.63624102564103,0.146282125968512,0.0259538450011327,41.5639683333333,-82.7499066666667
121,21,6,2017,"Spring",1132,-0.5,0.5,10,0.2314,0.154642383151149,0.668290333410323,20.96577,0.00440177994300819,0.000209950788499931,0.2486768,2.48765842599927e-05,0.000100035806556915,NA,NA,NA,59.16989,17.0707547114584,0.288504080562907,2.19903,0.141040010477721,0.0641373744231414,93.03,0.296220263392708,0.00318413698154045,8.29276,0.0271058911185991,0.00326862119711641,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1132,0.5,1.5,20,0.98885,0.295118758432851,0.298446436196441,20.974345,0.00259137740248386,0.00012354986067426,0.2487122,6.25717272626497e-05,0.000251582862692902,NA,NA,NA,69.622295,0.0568358066807585,0.000816344917684177,2.46499,0.0969647190314194,0.039336759593921,93.04605,0.225270474856572,0.00242106435315171,8.292785,0.0201123757396967,0.0024252860456043,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1132,1.5,2.5,20,1.99005,0.293950313560141,0.147710014100219,20.97329,0.000790003331105313,3.76671152263337e-05,0.2487362,4.57379262181521e-05,0.000183881261425366,NA,NA,NA,69.612085,0.092758039940935,0.00133249909036534,2.68719,0.115345599236199,0.0429242440006845,92.96815,0.312688052891459,0.00336338899818334,8.28603,0.0277938861130136,0.00335430672022834,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1132,2.5,3.5,20,2.9976,0.297788056032792,0.0993421590715213,20.97021,0.00296024536678653,0.000141164316751551,0.2486237,5.77445372216954e-05,0.000232256768850658,NA,NA,NA,69.56427,0.152174688745326,0.00218754094228727,2.73727,0.295013801818081,0.107776654045118,92.8738,0.228654094074088,0.00246198706281091,8.27812,0.0199496893525477,0.00240992995421034,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1132,3.5,4.5,19,4.01152631578947,0.296196700488235,0.0738364096783802,20.9569684210526,0.00512781658447106,0.000244683127895532,0.248272736842105,0.000135614995117003,0.000546233939505208,NA,NA,NA,69.5079578947368,0.114229215545805,0.00164339766273661,2.75989473684211,0.126844745319641,0.045959993918021,92.5167894736842,0.205370824214629,0.00221982221154621,8.24842105263158,0.01774741229799,0.00215161328268127,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1131,4.5,5.5,19,4.98531578947368,0.290359939965626,0.0582430386012278,20.9282368421053,0.0168473278635025,0.000805004644710803,0.248060736842105,0.00013340699719499,0.000537799729587621,NA,NA,NA,69.7687157894737,0.186963101716646,0.00267975552654295,2.84268421052632,0.220479410132551,0.0775602894321244,91.9535789473684,0.229053927611787,0.00249097349155807,8.20283157894737,0.0183002444619853,0.00223096674433168,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1131,5.5,6.5,19,5.97615789473684,0.297262372540917,0.0497413853142525,20.7669315789474,0.115147991986311,0.00554477639359312,0.247495315789474,0.000390335760401164,0.00157714403262967,NA,NA,NA,69.7023526315789,0.26173436782021,0.00375502917675737,2.86522105263158,0.0756690130249083,0.026409485214207,90.8118421052632,1.14172147134433,0.0125723853285667,8.12653684210526,0.0928100342427496,0.0114206132385793,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1131,6.5,7.5,19,6.98105263157895,0.282976927540865,0.0405349941441227,20.0131736842105,0.431325839504848,0.0215520959499364,0.245469052631579,0.00111991023815325,0.00456232761786924,NA,NA,NA,71.4597210526316,0.915677216647722,0.012813892961789,1.92839473684211,0.437902438999683,0.22708132864788,78.8234736842105,4.52010721810422,0.0573446843539663,7.15698421052632,0.356559683741972,0.0498198226031508,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1131,7.5,8.5,20,7.97615,0.299824031725277,0.037590069359939,18.984855,0.0958634416624415,0.00504946925654378,0.2443453,0.000298148161684401,0.0012201919238242,NA,NA,NA,77.46408,4.45249866758454,0.057478235946061,0.78534,0.232337935366841,0.295843756037946,68.94015,0.571821951954315,0.00829446921647711,6.39191,0.0409692040953998,0.00640954019931442,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1131,8.5,9.5,20,8.9866,0.303197764191173,0.0337388739001595,18.906495,0.00654872225383699,0.000346374209171874,0.24444335,4.79509343523377e-05,0.000196163791538357,NA,NA,NA,85.074435,0.585581535762796,0.00688316690863473,0.509665,0.0448511019051401,0.0880011417404375,68.2911,0.0726758484461557,0.00106420673332478,6.341845,0.00650056475279363,0.00102502737812003,41.6805666666667,-82.7515483333333
121,21,6,2017,"Spring",1130,9.5,10.5,187,9.61547058823529,0.0281853111514824,0.00293124615096506,18.9006898395722,0.00517104775846837,0.000273590424601424,0.244384989304813,6.39093771456739e-05,0.00026151105813607,NA,NA,NA,85.9970395721925,0.350103216939868,0.00407110778093663,0.472539572192513,0.0503509098681164,0.10655384825126,68.2244973262032,0.185582441881629,0.00272017309258138,6.33639625668449,0.0171950273162585,0.00271369191882829,41.6805666666667,-82.7515483333333
122,21,6,2017,"Spring",1247,-0.5,0.5,10,0.255,0.142665109025765,0.559471015787313,21.75667,0.00192125537662828,8.83064998746718e-05,0.2359985,4.17193000899957e-05,0.000176777818884424,NA,NA,NA,41.90673,17.8121150591419,0.425041874160593,0.94713,0.0857173915971678,0.0905022453065238,91.1765,0.135712318281478,0.00148845720423001,8.0039,0.0121479765118858,0.00151775715737151,41.77965,-82.749225
122,21,6,2017,"Spring",1247,0.5,1.5,18,1.00977777777778,0.289388717930329,0.286586538443327,21.7508277777778,0.00324160554909824,0.000149033663556019,0.235969,3.50512230213681e-05,0.000148541643272498,NA,NA,NA,55.3046888888889,0.0823865772111885,0.00148968521234626,1.25986111111111,0.131543534010111,0.104411139331143,91.0673333333333,0.24184195130656,0.00265563888229105,7.99520555555556,0.021093251561528,0.00263823755561496,41.77965,-82.749225
122,21,6,2017,"Spring",1247,1.5,2.5,18,2.00788888888889,0.289810463191313,0.144335906630614,21.7396888888889,0.00433900081868814,0.000199588910442311,0.235926388888889,3.9477676326055e-05,0.000167330481816713,NA,NA,NA,54.7982444444444,0.258922639416901,0.00472501705194957,1.46199444444444,0.0597448936752041,0.0408653356394299,91.1476666666667,0.116174311223416,0.00127457252030678,8.00400555555555,0.00984566026957009,0.00123009163364914,41.77965,-82.749225
122,21,6,2017,"Spring",1247,2.5,3.5,17,2.97441176470588,0.280107804876874,0.094172504358882,21.7195764705882,0.00763745126103631,0.000351639051128766,0.235829705882353,4.18729696610539e-05,0.000177555959307106,NA,NA,NA,54.6248,0.10645278883148,0.00194879960808058,1.40322941176471,0.00574964832684164,0.00409744000420491,90.6561764705882,0.0964923800709917,0.00106437734115443,7.96392352941176,0.00765673963020202,0.000961428070212469,41.77965,-82.749225
122,21,6,2017,"Spring",1247,3.5,4.5,18,3.94833333333333,0.290943293443929,0.073687621809353,21.68745,0.00928270054519489,0.000428021761211894,0.235722222222222,5.0672600271754e-05,0.000214967429858961,NA,NA,NA,54.7571333333333,0.313158901593199,0.00571905215868128,1.45232777777778,0.0884041308960002,0.0608706465914108,90.1955555555556,0.308501925291395,0.00342036726079451,7.92839444444444,0.0260553815649807,0.0032863377002185,41.77965,-82.749225
122,21,6,2017,"Spring",1247,4.5,5.5,19,4.96768421052632,0.313732910580459,0.0631547613102444,21.6304526315789,0.0347940826453938,0.00160856932760607,0.235567421052632,8.24569354198273e-05,0.000350035395605084,NA,NA,NA,55.7074210526316,0.366128741138577,0.00657235129934779,1.54435789473684,0.0706307323399467,0.045734691796931,90.2894736842105,0.0605478400578624,0.00067059688784575,7.94541052631579,0.00563736490223367,0.0007095120992883,41.77965,-82.749225
122,21,6,2017,"Spring",1247,5.5,6.5,18,5.98588888888889,0.314465913029563,0.0525345389576609,21.5134555555556,0.029448703601192,0.0013688504631506,0.235328111111111,6.18963924529799e-05,0.000263021668600209,NA,NA,NA,57.3778833333333,1.00431582813727,0.0175035356794666,1.46637777777778,0.130470900769913,0.0889749577135811,89.5663333333333,0.199058962592081,0.00222247528936186,7.89963888888889,0.0159208017418903,0.00201538348345054,41.77965,-82.749225
122,21,6,2017,"Spring",1245,6.5,7.5,36,7.01438888888889,0.29448359428258,0.0419827869465657,21.5135,0.146070652180962,0.00678972050949227,0.235382388888889,0.000199631986812561,0.000848117770216003,NA,NA,NA,59.8541861111111,1.58094394572226,0.0264132560885124,1.310575,0.0784183702056749,0.0598350878093012,89.6612222222222,0.769238440132692,0.00857938829147523,7.90789444444444,0.0469225559189634,0.00593363457853538,41.77965,-82.749225
122,21,6,2017,"Spring",1245,7.5,8.5,37,8.01945945945946,0.282961775450972,0.035284395024555,21.4262135135135,0.11796295596067,0.00550554375304207,0.235219459459459,0.000161399193615393,0.000686164290940437,NA,NA,NA,62.3328405405405,1.3587511650735,0.0217983193656927,1.14865945945946,0.170084587549613,0.148072247304394,89.2262972972973,0.924097182986511,0.01035678057902,7.88285675675676,0.0654216093272473,0.00829922594637679,41.77965,-82.749225
122,21,6,2017,"Spring",1245,8.5,9.5,288,9.20406944444444,0.143556913783909,0.0155971132823818,21.3296291666667,0.00699900814277116,0.000328135481778981,0.235090604166667,5.57089523266876e-05,0.000236968008671214,NA,NA,NA,57.8326145833333,0.784573146599463,0.0135662748822974,0.977763541666667,0.0986336057251972,0.100876747313639,88.3446354166667,0.270376822597158,0.0030604781073798,7.81974791666667,0.0235721295561484,0.00301443599043747,41.77965,-82.749225
123,21,6,2017,"Spring",1344,-0.5,0.5,7,0.309571428571429,0.118343929773714,0.382283114174433,21.8150857142857,0.00328858053037601,0.000150747999501211,0.242715,3.40636658821819e-05,0.000140344296323597,NA,NA,NA,59.0524428571429,1.18831023426424,0.0201229648896821,0.628657142857143,0.016779338201377,0.0266907620346406,90.6581428571429,0.091355402269432,0.00100769108422382,7.94927142857143,0.00752013171110592,0.0009460152139323,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1340,0.5,1.5,191,0.986450261780105,0.115832030782484,0.117423082815608,21.8145219895288,0.010022707808293,0.000459451177206819,0.242672047120419,5.93422089914025e-05,0.000244536648104162,NA,NA,NA,60.2190989528796,0.389294144911089,0.00646462919041191,0.525326178010471,0.062389350015171,0.118763070691534,90.2622617801047,0.290042201203411,0.00321332742481023,7.91464136125654,0.0257571413956221,0.00325436620814021,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,1.5,2.5,34,1.98067647058824,0.28732483154703,0.145063989911335,21.7713117647059,0.0191092832383203,0.000877727692517772,0.242459235294118,8.5953496526106e-05,0.000354507001648501,NA,NA,NA,59.2213294117647,0.408458779886429,0.00689715654720318,0.721091176470588,0.143902457214995,0.199562083007771,90.4589705882353,0.337611080287624,0.00373220121887538,7.93851764705882,0.0319030678736458,0.0040187689052333,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,2.5,3.5,34,2.96802941176471,0.291290907939346,0.0981428643478814,21.7246088235294,0.016163471117739,0.000744016670175101,0.2422715,6.0326008261166e-05,0.00024900167069245,NA,NA,NA,58.8645794117647,0.313145750535484,0.00531976536084615,0.905173529411765,0.0433659223062165,0.047908959881315,90.0961764705882,0.243546955287044,0.00270318857944599,7.91382352941176,0.0219737592654668,0.0027766299291109,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,3.5,4.5,34,3.95908823529412,0.295806792763919,0.0747158878973416,21.6981470588235,0.0123167841949722,0.000567642212101404,0.242215941176471,3.62181447715811e-05,0.00014952832829939,NA,NA,NA,58.6044264705882,0.174807416645971,0.00298283640287312,0.895588235294118,0.0588790118736353,0.065743395852335,89.8318823529412,0.186610721817709,0.00207733286812952,7.89463823529412,0.0176166246329457,0.00223146699163339,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,4.5,5.5,37,4.99032432432432,0.318544611741699,0.0638324467588244,21.6796837837838,0.00875656939146303,0.000403906693418327,0.242195702702703,3.456143070668e-05,0.000142700429119935,NA,NA,NA,59.0266945945946,0.546825031403986,0.00926402935417057,0.872262162162162,0.0343919511849256,0.0394284570359843,89.9566216216216,0.252669123927294,0.00280878849574942,7.90841351351351,0.0229925732231828,0.00290735596765321,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,5.5,6.5,34,6.03323529411765,0.30037270372126,0.0497863400113238,21.6636029411765,0.00881343620581738,0.000406831505809474,0.242186470588235,3.22868162362584e-05,0.000133313872396912,NA,NA,NA,59.7300735294118,0.722623559869227,0.0120981528595206,0.890902941176471,0.0422135084317526,0.0473828365366132,89.9790882352941,0.253297210460545,0.00281506753878386,7.91285588235294,0.0229096008877114,0.00289523798086653,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,6.5,7.5,32,7.02125,0.284767817137786,0.0405579942514204,21.6486125,0.00727411451212313,0.000336008347515257,0.24217009375,3.58863433230098e-05,0.000148186519513249,NA,NA,NA,60.43745625,0.344026082035894,0.0056922660777255,0.895990625,0.0232217967598992,0.0259174550625451,90.22109375,0.214840429813056,0.00238126607518606,7.936440625,0.0197900734220059,0.0024935703997667,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,7.5,8.5,35,8.00265714285714,0.302484899268896,0.0377980580536156,21.6301428571429,0.00612825115223535,0.000283319957371971,0.242118714285714,3.64720452406195e-05,0.000150637035010769,NA,NA,NA,61.0959714285714,0.583785274571672,0.00955521715951743,0.905834285714286,0.0275066616835775,0.030366107926559,90.1686285714286,0.151769966360529,0.00168317926938749,7.93465714285714,0.0140012244362515,0.00176456577570658,41.866565,-82.7505866666667
123,21,6,2017,"Spring",1341,8.5,9.5,36,9.02211111111111,0.293700019726424,0.0325533587548838,21.6163388888889,0.0029486343354923,0.000136407666008972,0.242065805555556,3.3332797614745e-05,0.000137701388836165,NA,NA,NA,61.9106027777778,0.638269328949604,0.0103095318138092,0.885755555555556,0.0404914696091795,0.0457140453200803,90.4020277777778,0.111758025882737,0.00123623361809378,7.95731388888889,0.00983568293155887,0.00123605566764091,41.866565,-82.7505866666667
